age,annual_income,account_age_months,avg_monthly_balance,num_deposits_per_month,avg_deposit_amount,debit_card_usage_frequency,debit_card_spending,mobile_banking_logins,online_transfer_frequency,atm_withdrawal_frequency,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,fraud_flag,loan_application_amount,credit_risk,gender_female,gender_male,gender_other,employment_status_Employed,employment_status_Self-Employed,employment_status_Unemployed,debt_to_income_ratio,loan_to_income_ratio,spending_ratio,balance_to_debt_ratio
63,59149.63321092541,74,715.1571757882426,5,686.7740657012595,39,838.9937703752988,13,12,0,519,5,4405.487785984864,1,0,0,3263.4288880878994,1,1,0,0,0,1,0,0.07448039060994778,0.055172428144239415,0.014184259898678966,0.16229641622129284
49,31712.72606249779,181,703.9534872303454,7,1043.2201838189867,42,345.57485401585734,47,12,4,800,3,15552.932438140786,0,0,0,13131.612375365996,0,1,0,0,0,0,1,0.49043189814366245,0.4140802133971989,0.010897040302836673,0.045258875209213095
57,43387.595442171536,28,627.4454042388792,7,624.7359534582538,37,236.7337324084044,11,5,4,348,5,15012.578645791406,6,0,0,11347.38489405728,1,0,0,1,1,0,0,0.3460108469435851,0.2615352332484399,0.005456253797791841,0.04179186182334777
21,64742.9888915726,227,1768.7601096315636,8,333.111679154238,43,846.9348249369618,51,17,5,301,1,15050.567214689276,4,0,0,6797.594952074049,1,0,0,1,1,0,0,0.23246636388528494,0.10499353008645036,0.013081490975885495,0.11751335156018687
40,52062.4511078152,192,1599.4643872703605,0,997.2087325604336,49,717.9409140826997,67,6,6,369,2,6116.489173423375,2,0,0,20297.20384169389,1,1,0,0,1,0,0,0.11748369589354998,0.3898626247861587,0.013789994493265956,0.26145765720665637
52,69547.69210001586,63,758.5706133629787,9,893.0473769778996,2,243.7833399531056,58,2,2,345,5,13431.511490566012,1,1,0,12621.274524830447,1,0,1,0,1,0,0,0.19312663130863186,0.18147653996454569,0.003505268580336543,0.056472731394701714
31,43850.35947832887,156,130.81387580702335,7,915.03082436031,12,404.58688486856977,17,0,4,362,2,19820.939161164588,7,0,0,7159.780672551302,1,1,0,0,1,0,0,0.45201315102012385,0.1632775821618911,0.00922653519108593,0.006599448961245712
41,32001.8847395342,39,1204.5333925261084,4,1019.0435301374984,35,570.8969838463647,52,11,7,791,5,4753.954812570704,3,0,0,11450.360707819827,0,0,0,1,0,0,1,0.14855233844079835,0.35780269821653293,0.01783948003353362,0.2533217328042058
63,89484.84708098127,160,2684.0444183897835,2,959.8245345577808,40,418.2561334893411,30,4,5,796,0,13086.623996394132,5,0,1,6620.857941415579,1,1,0,0,0,1,0,0.14624402257234798,0.07398859312374853,0.004674044233554214,0.20508263525367817
44,19743.888510563167,97,1504.834608766803,10,810.0550423649564,47,821.0924706361877,34,10,1,326,3,5315.628446252919,5,1,0,4638.901974896467,1,0,0,1,1,0,0,0.26922905502677486,0.2349538173503467,0.041587171149031536,0.2830430269821447
68,41002.88724677004,227,2140.0614110607385,9,1637.0084319982325,11,715.8259853352449,3,11,6,490,3,10359.463817111506,3,1,0,5798.436893597127,1,0,0,1,0,1,0,0.2526520572750047,0.14141533152775462,0.01745794097442817,0.20656038656552994
46,55035.46401259972,13,1644.0367593886194,2,350.260938794316,19,0.0,8,15,2,527,1,11804.508358423009,0,1,0,7969.752726720904,1,0,0,1,0,0,1,0.21448912206355716,0.1448112207229928,0.0,0.1392601410692857
61,67749.5100465988,183,1453.4922441403344,5,594.7539525290047,38,293.42794823803695,14,0,9,523,0,8200.094265751497,1,1,0,500.0,1,1,0,0,0,0,1,0.12103547701099814,0.0073801271722274435,0.004331071147764968,0.17723150070475935
47,61636.08863376069,43,321.5584893918581,7,1138.5670276373585,43,364.9628838310255,41,17,8,594,5,7496.444662030909,3,0,0,1676.7397460372322,0,0,0,1,1,0,0,0.12162427610509972,0.02720386356766336,0.0059212531476424655,0.04288907806419931
35,91602.66208897182,135,1174.6519997146197,9,849.9052022334511,7,382.393359533816,58,0,3,357,5,13536.57574812048,3,1,0,9789.857850263988,1,0,0,1,0,0,1,0.14777491657363273,0.10687307144802513,0.00417447867576605,0.0867697453052261
34,47883.22785215363,68,1072.1695195524594,1,1065.2730619039337,46,611.5096539941708,72,4,3,828,5,5939.110747235073,3,0,0,6248.233599002699,0,1,0,0,0,1,0,0.12403321608921049,0.13048898078247817,0.012770852789671888,0.18049655388184793
66,34286.301295690515,143,2684.9748881991018,11,859.4147503379049,1,783.6964863002854,31,3,3,795,5,15098.834022233576,0,0,0,16900.134408152662,0,0,0,1,1,0,0,0.4403751192646541,0.4929121476942997,0.022857422838980568,0.17781486102732266
63,46045.47156410391,193,1646.576524242618,8,1280.9197929059935,10,339.8630195786835,79,0,9,337,2,22449.66327490899,0,0,0,11015.151451186655,1,1,0,0,1,0,0,0.4875542048397715,0.239223338952051,0.007381030273640061,0.07334199903496137
22,44240.42247168156,212,2522.0286302603117,4,447.371200528364,20,218.28164048649217,44,14,9,397,5,4332.950155916266,1,0,0,9977.349568292531,1,0,0,1,0,1,0,0.09794097600875765,0.22552563946872492,0.004933986347580992,0.5819237738157869
56,48770.68734877749,220,2401.9571419885024,4,1269.8609612923483,36,419.0101827960359,4,4,7,357,3,3973.248979620482,0,0,0,10154.64748901933,1,0,1,0,1,0,0,0.0814679717594769,0.20821210528364373,0.008591434846909924,0.6043801368020671
26,32315.213787812965,155,823.2687677295106,0,1209.8487726214933,5,0.0,30,6,0,646,0,2906.5216505421595,0,0,0,7187.407596970233,0,0,1,0,1,0,0,0.08994282598985298,0.2224155979336525,0.0,0.2831513799995255
40,64113.00868850642,174,1500.9276510157567,5,376.398810019367,18,674.2171421741942,24,16,2,828,4,9142.1722144577,4,0,0,11272.49022646784,1,0,0,1,0,1,0,0.14259465280868378,0.17582219984769903,0.010516073975718153,0.16415830477767937
28,56674.943768051766,144,2847.902877746172,10,1020.7328934606855,29,468.6988462251298,55,19,7,834,3,17148.465336981586,0,1,0,7763.330488022794,1,0,1,0,1,0,0,0.30257578035125193,0.13697994160867719,0.008269948147515235,0.16606365398487816
58,27250.145076666,71,1950.5433814989055,10,784.9360237171937,45,396.3268869923787,0,5,6,781,5,17686.798850309522,1,0,0,9511.152335994078,0,1,0,0,1,0,0,0.6490533830388497,0.34903125503498234,0.01454402851351236,0.11027620779760126
37,67424.45136567051,61,1902.1751705293632,4,587.6962933083277,38,554.6877971416316,60,12,5,512,2,14527.71639270986,0,0,0,6974.855910134553,1,0,1,0,0,1,0,0.21546658665296486,0.10344698056654614,0.008226804755641713,0.13092520489172918
23,35393.33233427891,186,2230.864865287491,6,138.98328359879815,43,270.57771257976174,66,14,6,447,4,13202.32046919591,5,0,0,13344.372932649709,1,0,0,1,0,0,1,0.37301716449030964,0.3770307019021633,0.0076448781376175666,0.16896241142462792
44,28709.3209585228,236,1884.304894416964,6,446.2152151089391,48,412.4638692185768,66,6,0,395,4,19654.805094670228,5,0,0,4454.642168574201,1,0,0,1,0,1,0,0.6846140709167626,0.15516362003162504,0.014366897420335211,0.09586505794809204
33,51571.916670589686,182,1937.0841033693284,3,1047.839249064606,35,330.40913505569074,41,6,7,759,5,9064.146932288491,0,0,0,500.0,0,1,0,0,1,0,0,0.17575741832875436,0.009695199098255327,0.006406764696494511,0.21368479935716966
69,18358.817910812417,68,1741.68837693991,4,1084.8444442411949,19,26.51902295471359,58,12,3,559,4,15352.621362217826,4,0,0,5803.901999787333,1,0,0,1,0,1,0,0.8362532618821774,0.3161370208029095,0.001444484230060108,0.11343827855660521
28,60611.05489779046,70,1228.1943177293822,9,726.25133179834,9,498.32370704563135,49,3,0,372,5,23912.00501897257,5,1,0,14867.535842111702,1,1,0,0,1,0,0,0.39451557243634555,0.24529412773269005,0.008221663653370887,0.05136093589053042
45,10000.0,14,653.5272606238275,7,1085.9448001001497,23,1129.4276312681934,76,17,3,630,2,19403.474884523755,1,0,0,11758.507189436252,0,0,1,0,1,0,0,1.9403474884523755,1.1758507189436251,0.11294276312681933,0.03367920361220674
21,31471.47158020452,205,14.438978181198536,1,1130.841027262948,32,506.9851402999943,33,7,1,348,0,5274.656545797058,5,0,0,13322.559611082792,1,0,1,0,0,1,0,0.16760120454979946,0.4233217877063826,0.01610935602448558,0.0027369064031853236
39,78352.47177958241,70,1236.4999228086272,0,854.1239855192216,28,306.7082327612578,67,18,4,521,3,8525.446208265981,3,0,0,8614.721190403972,1,1,0,0,1,0,0,0.10880889925527017,0.10994830149887948,0.003914467862916634,0.14501937766403777
47,37640.13423488027,173,1849.283502858791,5,547.1832316524285,29,514.2127152034806,53,15,0,664,0,24203.04351963589,4,0,0,8623.36784829397,1,1,0,0,0,0,1,0.6430116154369999,0.22910034790213069,0.013661288028217793,0.07640390752720852
66,40791.46630628663,75,1690.8568738311535,10,954.3689394854756,35,226.29776524722604,13,19,0,804,5,8546.309328769667,7,0,1,5236.362980690843,1,0,0,1,1,0,0,0.20951218729424642,0.12836907948768278,0.005547674200972517,0.19782329254656122
26,72925.97097434787,204,2008.7291341368075,3,970.4446476806022,44,350.806243318213,31,17,4,331,2,21590.566606150416,7,0,0,5450.289860671864,1,0,1,0,0,1,0,0.2960614211601656,0.07473729575145505,0.004810443229362158,0.09303304251969449
63,35728.45510869827,221,1399.1650657082216,9,1035.8805366226084,5,393.5240077174442,69,15,1,839,1,9409.946025841506,0,0,0,8139.724228985631,0,1,0,0,0,0,1,0.26337399692243085,0.22782189166091246,0.011014302368244263,0.14867422062205604
27,63741.88726501058,8,1500.912691084989,2,1102.891144500784,46,361.29723695977714,7,15,8,336,5,10806.222468240094,2,0,0,8097.260598298823,1,0,1,0,0,0,1,0.1695309463196877,0.12703201843764048,0.005668128956672761,0.13888052138242007
66,71135.38697106778,17,3121.805768455132,6,323.2423998275724,13,426.5302287008872,34,1,9,478,3,6492.910604604908,7,0,0,7553.43329737044,1,1,0,0,1,0,0,0.09127539584828163,0.10618390675856695,0.005996034419189507,0.4807281711333419
54,58613.54565469826,44,285.9238341383091,7,621.5247641219903,2,672.6991302571834,23,13,6,356,3,7516.90486960496,4,0,0,9353.688897993785,1,0,1,0,0,1,0,0.12824518267310162,0.1595823762837665,0.011476854415533248,0.038032382571679624
33,23991.848186643325,33,2025.2070406122464,10,135.4825290092631,23,398.330613108391,2,18,3,635,5,10827.528883211447,7,0,0,6074.301162024011,1,0,0,1,1,0,0,0.45130032496784966,0.2531818772263522,0.01660274815052175,0.18702513171037735
36,39128.25453411423,216,2275.020340381175,11,1061.4486134243716,18,425.9758332489303,35,15,6,795,1,13107.260340966082,4,1,0,9807.91324036736,1,0,1,0,1,0,0,0.3349819841705034,0.2506606378727235,0.010886655648734355,0.17355623715156587
55,98845.15599552196,183,10.0,3,725.6909932068544,37,20.65132529867185,50,3,7,883,4,9584.531029288011,1,0,0,13904.65484153003,0,0,1,0,0,1,0,0.0969651060060265,0.14067107994811562,0.00020892602263288885,0.0010432390202948178
69,41170.57425443168,8,1633.5073527240943,11,950.7849247440952,33,169.31522851434227,56,12,7,494,3,16201.408229343844,3,0,0,17101.29516832812,1,0,1,0,0,1,0,0.39351912191508703,0.4153766489299649,0.004112530164577844,0.10081879987233522
59,103753.92876037573,35,1913.5321236819696,11,283.51243813344456,8,520.3610017474352,58,7,7,302,3,9598.065251829532,3,1,0,4847.499650069722,1,0,1,0,1,0,0,0.09250796925479986,0.046721118978205016,0.0050153378090311345,0.19934567309220658
23,80761.35293653808,159,1495.5026451194856,9,1290.3432973925676,29,785.4426974558507,21,2,4,501,5,0.0,3,0,0,13490.13262431237,1,0,1,0,0,0,1,0.0,0.16703698159827582,0.009725477210282104,1495.5026451194856
21,59343.25170869997,23,1808.779019969481,11,381.9812923832538,31,452.9232583754497,36,2,6,490,3,10754.953820298477,4,0,0,11568.333724021966,1,0,0,1,1,0,0,0.18123297107296457,0.19493932993102228,0.007632262225850513,0.16816537614320917
25,55350.21690495529,126,1563.2507740295314,10,1071.0971565338605,12,481.5427870204064,74,4,6,506,2,9159.705591659478,2,0,0,13474.537945682194,1,1,0,0,0,0,1,0.16548635405328366,0.24344146598052213,0.008699925925264003,0.17064741993813445
61,41633.179607712176,184,2062.0635675845406,10,841.2825598123895,17,145.2940338461458,11,10,1,410,1,20924.26188743511,1,0,0,17049.348598852266,1,0,1,0,1,0,0,0.5025862085143042,0.4095134880280445,0.003489861577116521,0.09854421792554663
23,48399.57336373768,186,2738.673862886837,5,733.6950278658373,43,294.84405542091577,20,12,2,646,3,17375.27237608906,2,0,0,14846.55719301336,0,0,0,1,0,1,0,0.35899639539192923,0.3067497533797853,0.00609187302551351,0.15760997546605218
48,37602.96518256308,96,2116.4653632377003,10,705.443962685739,21,559.5675059198486,14,1,1,805,5,17960.05667592881,3,0,0,2470.350137094553,0,0,1,0,0,0,1,0.4776234158325655,0.06569562068046916,0.014880940989710205,0.11783635013379595
37,48854.724731247145,151,2440.2499440725205,10,576.6779467393545,3,800.6855638260987,11,5,2,862,1,16215.81629784232,4,0,0,8373.327047468354,1,0,1,0,0,1,0,0.3319191007020616,0.17139236979699596,0.016389112173504597,0.1504765114961067
45,25480.491955112248,102,654.0647002972946,1,1253.3186619152689,22,550.2660376909745,55,6,8,433,4,14635.00640867487,3,0,0,4431.337422602307,1,1,0,0,0,1,0,0.5743612185532624,0.17391098375999883,0.021595581382822263,0.044688741042749586
63,24516.12176499517,57,3121.938708124797,7,804.4144920232849,6,467.195265965006,15,3,6,580,3,14616.469261135626,7,0,0,9154.62004520605,1,0,1,0,0,1,0,0.5961982650129208,0.37341224411265905,0.01905665465539011,0.21357586955392405
53,73418.28192778477,188,1751.9413749698624,5,355.77246437637297,43,564.6047758942182,32,8,3,525,0,17537.853127879094,2,1,0,17322.46681973889,1,0,0,1,0,1,0,0.23887583129675477,0.23594214363089433,0.007690247729435717,0.09988916391488808
29,20978.4247523705,66,1187.5471532053634,10,665.613929287806,10,247.28371528683817,42,17,7,837,5,15480.48423789378,3,0,0,11215.452625978243,0,0,0,1,0,1,0,0.7379240539089823,0.5346184357674868,0.011787525431760353,0.0767075775782934
55,65950.48676289436,88,1832.304428556019,8,844.9186595210284,38,267.1341331319203,48,13,6,515,0,8837.98121824315,0,0,0,8528.598262499108,1,1,0,0,1,0,0,0.13400934021939095,0.12931820038207123,0.0040505255721966504,0.20729814707313188
33,15901.120473333656,176,1064.310438733345,10,1114.231848505864,41,442.2575761319051,77,5,9,891,5,3508.375579374644,1,1,0,4664.144853679016,1,0,1,0,0,0,1,0.22063700386763474,0.2933217732360959,0.02781298191366927,0.3032762993475326
50,61333.47685446061,214,1610.4581327142334,5,588.3830978189775,40,211.1889607000938,17,19,5,591,0,680.2852774625426,2,0,0,6608.985828274071,0,0,0,1,1,0,0,0.011091581830210027,0.10775495157329268,0.0034432902149217487,2.3638528322708066
67,46263.48178742528,24,1740.898808038742,5,611.7782054684083,33,675.0231923703584,15,1,3,320,0,6903.8872688162055,0,0,0,13097.059120292111,1,0,1,0,1,0,0,0.14922973805859827,0.28309713437634043,0.014590842848188616,0.25212559456270556
34,73783.69165046127,62,951.012798876492,11,808.2012445015919,4,734.7539491262258,39,3,4,521,5,7584.193642506482,3,0,1,4387.658597724141,1,0,1,0,1,0,0,0.10278956599834305,0.059466509462687084,0.009958216140864949,0.1253775241210896
27,44024.09974015863,106,1624.6270261252332,1,1105.6986869815642,41,431.92161732906175,66,14,9,860,2,11430.6097765354,1,0,0,14907.900406899163,0,0,1,0,0,1,0,0.2596443730593414,0.33863044320927316,0.00981102668489242,0.1421170821855688
33,13828.279006913595,141,939.240672530816,4,320.93591254138965,24,688.9184396288191,61,2,7,639,5,11260.614919993526,1,0,0,11729.998163711454,0,1,0,0,1,0,0,0.8143178854262098,0.8482616063681473,0.04981953569814342,0.08340195249114023
42,46615.34685403997,49,934.0893143499304,8,976.874120847111,27,871.8441824350834,78,3,2,673,4,22429.07086258198,1,0,0,2821.2079162269247,0,0,1,0,0,0,1,0.48115207493383993,0.060521010925019464,0.018702943156573854,0.04164451017888604
59,52873.890179862654,161,691.2425103837506,0,637.5781144549704,13,600.7532173794671,26,3,2,871,3,15369.179387875723,4,1,0,14637.92207160889,1,0,0,1,1,0,0,0.29067616049422385,0.27684594460166717,0.011362001459243255,0.04497296309560416
40,47624.4024434278,234,1201.0353913971037,3,686.4485963880297,26,724.2325344935484,13,14,4,745,4,7525.26395062145,1,0,0,2057.5106768221967,0,0,1,0,0,1,0,0.15801277421927928,0.04320286599430361,0.015207173157791357,0.15957922805749233
35,60351.94077781587,79,1059.4458651997588,9,1500.551510795412,15,480.9956290469713,65,10,8,678,5,20228.896023038385,0,0,0,758.0963545365958,0,0,0,1,0,0,1,0.335182195673053,0.012561258921689165,0.007969845258460609,0.052370306994817546
64,39841.01422329698,20,1879.102324911193,9,731.2357714069661,26,725.0712409335679,26,16,4,830,0,10620.303259443232,2,0,0,10919.57474726233,0,0,1,0,0,0,1,0.2665670908857793,0.2740787341923922,0.018199116038305655,0.17691824430683806
37,27258.743074179085,24,2377.04392967303,2,1064.142812608003,1,468.742719383532,53,14,0,694,5,15399.095135785816,0,0,0,12340.624347964036,0,0,0,1,0,0,1,0.5649231548894361,0.4527216942608672,0.017196050386767456,0.15435254839104195
66,32006.32008234397,186,2029.6695601400072,0,1051.619843021172,18,325.7764043509359,59,2,4,889,4,14809.990314698269,3,0,0,6653.354104069851,0,0,0,1,0,0,1,0.4627208087838902,0.20787625965598341,0.010178502355559702,0.13703807220276046
43,40716.18779846832,147,2277.9984193907085,0,386.99163006552266,22,673.3590431482696,39,9,8,655,4,12242.486505625697,4,0,0,4591.356740650364,1,0,1,0,1,0,0,0.3006786039553104,0.1127648974254678,0.016537870551171795,0.18605798424688938
45,40561.72490752963,40,2210.534504732374,0,154.11198617198352,40,554.9440550192166,44,3,6,740,2,20484.441176304936,4,1,0,7128.481037794152,1,0,1,0,0,1,0,0.5050189858297257,0.175744030956407,0.013681470802446083,0.10790758596350129
44,93310.20244405889,27,758.6433132714188,0,1087.3437323459189,13,694.9477046458474,67,12,8,513,5,8494.9362210823,3,0,0,9427.28861471005,1,0,0,1,0,0,1,0.09103973626222882,0.10103170251250797,0.007447714038156554,0.08929484562147232
64,72591.8974984955,34,1232.7472615640331,1,420.7588326430184,46,314.73652916298465,67,1,9,427,0,12771.83023680524,2,0,0,8535.150525779463,1,1,0,0,0,0,1,0.17594016242749325,0.11757717899516759,0.004335697784584123,0.09651324246147422
60,62360.76567827418,145,2923.5267993748266,10,217.53596590014047,25,579.3737809800323,62,5,9,811,1,6588.8805334698345,4,0,0,4830.099436878503,1,0,1,0,0,1,0,0.10565746686726987,0.07745413938304574,0.009290677795219564,0.44363881629208735
48,58028.22519311368,15,1064.2890047434116,4,1159.1567751954692,7,735.5621993450546,76,18,4,752,4,14102.766026150031,3,0,0,2441.316928566041,0,1,0,0,1,0,0,0.24303286856037834,0.04207119760153817,0.012675938250690204,0.07546133442444347
34,55395.900240838455,188,2983.105293071022,1,443.20064317854246,26,388.4527147390841,39,7,2,617,5,14445.02938700006,3,1,0,6354.048208198849,1,0,1,0,0,0,1,0.2607598996351544,0.11470249929280103,0.00701230078490019,0.20650001555136735
64,55490.00981377511,220,1166.2341369780504,3,529.6188835104622,46,700.2570472715154,40,5,1,344,4,12515.055931887002,6,1,0,3530.3412177366617,1,0,1,0,1,0,0,0.22553710071213942,0.06362120370107184,0.01261951565014285,0.09317904484645599
20,52939.14895544238,180,10.0,8,1491.030604281253,39,893.204210023706,60,19,8,356,0,12408.21700530428,6,0,0,9995.622299485683,1,0,1,0,1,0,0,0.2343864087378507,0.18881343007419255,0.01687228124455674,0.0008058526171091644
44,50722.14348385842,13,1302.175600840641,2,219.0926235164501,27,352.76113063828234,64,13,4,685,2,10950.749578004055,3,1,0,13182.31892428487,1,0,1,0,1,0,0,0.21589682189769782,0.25989278092082113,0.006954775693786352,0.11890114831113233
26,12346.44629808439,15,2177.2554236840624,1,360.2998855075761,3,566.4131804106103,0,7,0,482,5,14259.827663735186,6,0,0,5387.117726020269,1,1,0,0,1,0,0,1.1549742589450753,0.4363294178711251,0.04587661637490717,0.15267384720038032
28,43355.70908469512,99,2830.7613790149894,3,639.1056501341278,37,938.6500433855203,8,5,1,616,3,15709.495148097583,7,0,0,12175.893559707223,1,0,1,0,0,0,1,0.36233971211055915,0.28083714502100954,0.021649975590339744,0.1801828237958351
43,45674.58550733154,180,317.67308414397826,8,715.9101060579522,10,141.1176283628132,74,11,1,707,0,4730.335865753563,6,1,0,15184.42184287024,1,0,0,1,0,0,1,0.10356603816348293,0.332447939575344,0.0030896312860936954,0.06714236595278832
20,36518.48424913918,103,2162.6135828868105,3,487.18915125882137,43,601.1693809989173,79,8,3,816,5,10335.163357105172,3,0,0,4816.802738449492,0,0,0,1,1,0,0,0.2830118382404876,0.13190040160451166,0.016462057321371112,0.20922788351639302
63,39990.25514788156,40,2214.51826006958,11,394.4707159369793,23,673.2105626855696,14,6,5,775,3,9829.0414133891,1,0,0,9588.49295506959,0,1,0,0,1,0,0,0.24578591401935038,0.2397707371361328,0.01683436527714258,0.22528066433710792
27,55413.48230925432,3,2541.121912246153,4,1328.498013551176,27,505.1484165099044,58,12,7,318,1,15966.910368152345,2,0,0,8089.722241731734,1,0,1,0,0,1,0,0.2881412555710435,0.1459883390216159,0.009115983971026165,0.15913928959135232
43,63816.62138509927,41,10.0,3,892.0451434366505,40,1059.3208458065235,65,15,2,330,3,19250.755362379736,5,0,0,2922.9444884240747,1,0,0,1,0,1,0,0.30165738869520675,0.045802244383726674,0.016599450469401807,0.0005194331535887482
30,55386.25631453194,29,2825.4636965445047,7,1004.8090604732158,17,622.7123847588051,9,7,9,790,4,14565.688118464375,3,0,0,8004.197148547639,0,1,0,0,0,1,0,0.2629837993697854,0.14451594458908287,0.011243084949134237,0.1939674738393703
36,63363.996295645215,38,1852.7216018466104,3,751.9711882045124,48,836.2076850154524,48,13,9,767,2,12858.868189482486,6,1,0,5999.256154820527,1,0,1,0,0,0,1,0.20293650876256727,0.09467925802578893,0.01319688993594809,0.14407003046593192
27,63681.94455466443,162,1866.9177047340927,1,901.3092321006976,20,708.4080733416929,10,15,5,695,5,7388.904912705133,6,0,0,5545.080579472302,1,0,0,1,0,1,0,0.11602825517305795,0.08707461146561594,0.011124158947966752,0.25263081552299604
54,44605.29931649864,171,2331.198910645257,11,1126.5155813883566,25,873.6198931373151,29,19,3,718,5,23170.69620396607,1,0,0,6892.580616707429,0,0,0,1,0,0,1,0.5194606147479808,0.15452380596755677,0.019585562848452403,0.10060544942956091
