customer_id,age,gender,employment_status,annual_income,account_age_months,avg_monthly_balance,num_deposits_per_month,avg_deposit_amount,debit_card_usage_frequency,debit_card_spending,mobile_banking_logins,online_transfer_frequency,atm_withdrawal_frequency,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,fraud_flag,loan_application_amount,credit_risk
CUST_00025,31,Female,Employed,43850.35947832887,156,130.81387580702335,7,915.03082436031,12,404.58688486856977,17,0,4,362,2,19820.939161164588,7,0,0,7159.780672551302,1
CUST_00026,41,Other,Unemployed,32001.884739534198,39,1204.5333925261084,4,1019.0435301374984,35,570.8969838463647,52,11,7,791,5,4753.954812570704,3,0,0,11450.360707819827,0
CUST_00027,63,Female,Self-Employed,89484.84708098127,160,2684.0444183897835,2,959.8245345577808,40,418.2561334893411,30,4,5,796,0,13086.623996394133,5,0,1,6620.857941415579,1
CUST_00028,44,Other,Employed,19743.888510563167,97,1504.834608766803,10,810.0550423649564,47,821.0924706361877,34,10,1,326,3,5315.628446252919,5,1,0,4638.901974896467,1
CUST_00029,68,Other,Self-Employed,41002.88724677004,227,2140.0614110607385,9,1637.0084319982325,11,715.8259853352449,3,11,6,490,3,10359.463817111506,3,1,0,5798.436893597127,1
CUST_00030,46,Other,Unemployed,55035.46401259972,13,1644.0367593886194,2,350.26093879431596,19,0.0,8,15,2,527,1,11804.508358423007,0,1,0,7969.752726720904,1
CUST_00031,61,Female,Unemployed,67749.5100465988,183,1453.4922441403344,5,594.7539525290047,38,293.42794823803695,14,0,9,523,0,8200.094265751497,1,1,0,500.0,1
CUST_00032,47,Other,Employed,61636.08863376069,43,321.5584893918581,7,1138.5670276373585,43,364.9628838310255,41,17,8,594,5,7496.444662030909,3,0,0,1676.7397460372322,0
CUST_00033,35,Other,Unemployed,91602.66208897182,135,1174.6519997146197,9,849.9052022334511,7,382.39335953381595,58,0,3,357,5,13536.57574812048,3,1,0,9789.857850263988,1
CUST_00034,34,Female,Self-Employed,47883.22785215363,68,1072.1695195524594,1,1065.2730619039335,46,611.5096539941708,72,4,3,828,5,5939.110747235073,3,0,0,6248.233599002699,0
CUST_00035,66,Other,Employed,34286.301295690515,143,2684.9748881991018,11,859.4147503379049,1,783.6964863002854,31,3,3,795,5,15098.834022233576,0,0,0,16900.134408152662,0
CUST_00036,63,Female,Employed,46045.47156410391,193,1646.576524242618,8,1280.9197929059935,10,339.8630195786835,79,0,9,337,2,22449.66327490899,0,0,0,11015.151451186657,1
CUST_00037,22,Other,Self-Employed,44240.42247168156,212,2522.0286302603113,4,447.371200528364,20,218.28164048649217,44,14,9,397,5,4332.950155916266,1,0,0,9977.349568292533,1
CUST_00038,56,Male,Employed,48770.68734877749,220,2401.9571419885024,4,1269.8609612923483,36,419.0101827960359,4,4,7,357,3,3973.248979620482,0,0,0,10154.64748901933,1
CUST_00039,26,Male,Employed,32315.213787812965,155,823.2687677295106,0,1209.8487726214933,5,0.0,30,6,0,646,0,2906.5216505421595,0,0,0,7187.407596970233,0
CUST_00040,40,Other,Self-Employed,64113.00868850642,174,1500.9276510157567,5,376.398810019367,18,674.2171421741942,24,16,2,828,4,9142.1722144577,4,0,0,11272.49022646784,1
CUST_00041,28,Male,Employed,56674.943768051766,144,2847.9028777461717,10,1020.7328934606855,29,468.69884622512984,55,19,7,834,3,17148.465336981586,0,1,0,7763.330488022794,1
CUST_00042,58,Female,Employed,27250.145076666002,71,1950.5433814989058,10,784.9360237171937,45,396.3268869923787,0,5,6,781,5,17686.798850309522,1,0,0,9511.152335994078,0
CUST_00043,37,Male,Self-Employed,67424.45136567051,61,1902.1751705293632,4,587.6962933083277,38,554.6877971416316,60,12,5,512,2,14527.71639270986,0,0,0,6974.855910134553,1
CUST_00044,23,Other,Unemployed,35393.33233427891,186,2230.864865287491,6,138.98328359879815,43,270.57771257976174,66,14,6,447,4,13202.32046919591,5,0,0,13344.372932649709,1
CUST_00045,44,Other,Self-Employed,28709.3209585228,236,1884.3048944169636,6,446.2152151089391,48,412.4638692185768,66,6,0,395,4,19654.805094670228,5,0,0,4454.642168574201,1
CUST_00046,33,Female,Employed,51571.916670589686,182,1937.0841033693284,3,1047.839249064606,35,330.40913505569074,41,6,7,759,5,9064.146932288491,0,0,0,500.0,0
CUST_00047,69,Other,Self-Employed,18358.817910812417,68,1741.6883769399099,4,1084.8444442411949,19,26.51902295471359,58,12,3,559,4,15352.621362217826,4,0,0,5803.901999787333,1
CUST_00048,28,Female,Employed,60611.05489779046,70,1228.1943177293822,9,726.25133179834,9,498.32370704563135,49,3,0,372,5,23912.005018972566,5,1,0,14867.535842111702,1
CUST_00049,45,Male,Employed,10000.0,14,653.5272606238275,7,1085.9448001001495,23,1129.4276312681934,76,17,3,630,2,19403.474884523755,1,0,0,11758.507189436252,0
CUST_00050,21,Male,Self-Employed,31471.47158020452,205,14.438978181198536,1,1130.841027262948,32,506.9851402999943,33,7,1,348,0,5274.656545797058,5,0,0,13322.559611082792,1
CUST_00051,39,Female,Employed,78352.47177958241,70,1236.4999228086272,0,854.1239855192216,28,306.7082327612578,67,18,4,521,3,8525.446208265981,3,0,0,8614.721190403972,1
CUST_00052,47,Female,Unemployed,37640.13423488027,173,1849.283502858791,5,547.1832316524285,29,514.2127152034806,53,15,0,664,0,24203.04351963589,4,0,0,8623.36784829397,1
CUST_00053,66,Other,Employed,40791.46630628663,75,1690.8568738311535,10,954.3689394854757,35,226.29776524722604,13,19,0,804,5,8546.309328769667,7,0,1,5236.362980690843,1
CUST_00054,26,Male,Self-Employed,72925.97097434787,204,2008.7291341368073,3,970.4446476806022,44,350.806243318213,31,17,4,331,2,21590.566606150416,7,0,0,5450.289860671864,1
CUST_00055,63,Female,Unemployed,35728.45510869827,221,1399.1650657082216,9,1035.8805366226084,5,393.5240077174442,69,15,1,839,1,9409.946025841506,0,0,0,8139.724228985631,0
CUST_00056,27,Male,Unemployed,63741.88726501058,8,3677.600074766768,2,1102.8911445007839,46,361.29723695977714,7,15,8,336,5,10806.222468240094,2,0,0,8097.260598298823,1
CUST_00057,66,Female,Employed,71135.38697106778,17,3121.8057684551313,6,323.2423998275724,13,426.53022870088716,34,1,9,478,3,6492.910604604908,7,0,0,7553.43329737044,1
CUST_00058,54,Male,Self-Employed,58613.54565469826,44,285.9238341383091,7,621.5247641219903,2,672.6991302571834,23,13,6,356,3,7516.90486960496,4,0,0,9353.688897993783,1
CUST_00059,33,Other,Employed,23991.848186643325,33,2025.2070406122466,10,135.4825290092631,23,398.330613108391,2,18,3,635,5,10827.528883211447,7,0,0,6074.301162024011,1
CUST_00060,36,Male,Employed,39128.254534114225,216,2275.020340381175,11,1061.4486134243716,18,425.97583324893026,35,15,6,795,1,13107.260340966082,4,1,0,9807.913240367361,1
CUST_00061,55,Male,Self-Employed,98845.15599552196,183,10.0,3,725.6909932068544,37,20.65132529867185,50,3,7,883,4,9584.531029288011,1,0,0,13904.65484153003,0
CUST_00062,69,Male,Self-Employed,41170.57425443168,8,1633.5073527240945,11,950.7849247440953,33,169.31522851434227,56,12,7,494,3,16201.408229343844,3,0,0,17101.29516832812,1
CUST_00063,59,Male,Employed,103753.92876037571,35,1913.5321236819698,11,283.51243813344456,8,520.3610017474352,58,7,7,302,3,9598.065251829532,3,1,0,4847.499650069722,1
CUST_00064,23,Male,Unemployed,80761.35293653808,159,1495.5026451194856,9,1290.3432973925676,29,785.4426974558507,21,2,4,501,5,0.0,3,0,0,13490.13262431237,1
CUST_00065,21,Other,Employed,59343.25170869997,23,1808.779019969481,11,381.9812923832538,31,452.9232583754497,36,2,6,490,3,10754.953820298475,4,0,0,11568.333724021966,1
CUST_00066,25,Female,Unemployed,55350.21690495529,126,1563.2507740295314,10,1071.0971565338605,12,481.54278702040637,74,4,6,506,2,9159.705591659478,2,0,0,13474.537945682194,1
CUST_00067,61,Male,Employed,41633.179607712176,184,2062.0635675845406,10,841.2825598123895,17,145.2940338461458,11,10,1,410,1,20924.26188743511,1,0,0,17049.348598852266,1
CUST_00068,23,Other,Self-Employed,48399.57336373768,186,2738.6738628868366,5,733.6950278658373,43,294.84405542091577,20,12,2,646,3,17375.27237608906,2,0,0,14846.557193013361,0
CUST_00069,48,Male,Unemployed,37602.96518256308,96,2116.4653632377003,10,705.443962685739,21,559.5675059198486,14,1,1,805,5,17960.05667592881,3,0,0,2470.3501370945532,0
CUST_00070,37,Male,Self-Employed,48854.724731247145,151,2440.2499440725205,10,576.6779467393545,3,800.6855638260987,11,5,2,862,1,16215.816297842319,4,0,0,8373.327047468354,1
CUST_00071,45,Female,Self-Employed,25480.491955112248,102,654.0647002972946,1,1253.3186619152689,22,550.2660376909745,55,6,8,433,4,14635.00640867487,3,0,0,4431.337422602307,1
CUST_00072,63,Male,Self-Employed,24516.12176499517,57,3121.938708124797,7,804.4144920232849,6,467.195265965006,15,3,6,580,3,14616.469261135626,7,0,0,9154.62004520605,1
CUST_00073,53,Other,Self-Employed,73418.28192778477,188,1751.9413749698624,5,355.77246437637297,43,564.6047758942182,32,8,3,525,0,17537.853127879094,2,1,0,17322.46681973889,1
CUST_00074,29,Other,Self-Employed,20978.4247523705,66,1187.5471532053634,10,665.613929287806,10,247.28371528683817,42,17,7,837,5,15480.48423789378,3,0,0,11215.452625978245,0
CUST_00075,55,Female,Employed,65950.48676289436,88,1832.304428556019,8,844.9186595210284,38,267.1341331319203,48,13,6,515,0,8837.98121824315,0,0,0,8528.598262499108,1
CUST_00076,33,Male,Unemployed,15901.120473333656,176,1064.3104387333453,10,1114.231848505864,41,442.2575761319051,77,5,9,891,5,3508.375579374644,1,1,0,4664.144853679016,1
CUST_00077,50,Other,Employed,61333.47685446061,214,1610.4581327142334,5,588.3830978189775,40,211.1889607000938,17,19,5,591,0,680.2852774625426,2,0,0,6608.985828274071,0
CUST_00078,67,Male,Employed,46263.481787425284,24,1740.898808038742,5,611.7782054684083,33,675.0231923703584,15,1,3,320,0,6903.8872688162055,0,0,0,13097.059120292113,1
CUST_00079,34,Male,Employed,73783.69165046127,62,951.0127988764921,11,808.2012445015919,4,734.7539491262258,39,3,4,521,5,7584.193642506482,3,0,1,4387.658597724141,1
CUST_00080,27,Male,Self-Employed,44024.09974015863,106,1624.6270261252332,1,1105.6986869815642,41,431.92161732906175,66,14,9,860,2,11430.6097765354,1,0,0,14907.900406899163,0
CUST_00081,33,Female,Employed,13828.279006913595,141,939.2406725308159,4,320.93591254138965,24,688.9184396288191,61,2,7,639,5,11260.614919993526,1,0,0,11729.998163711454,0
CUST_00082,42,Male,Unemployed,46615.34685403997,49,934.0893143499304,8,976.874120847111,27,871.8441824350834,78,3,2,673,4,22429.07086258198,1,0,0,2821.2079162269247,0
CUST_00083,59,Other,Employed,52873.890179862654,161,691.2425103837506,0,637.5781144549704,13,600.7532173794671,26,3,2,871,3,15369.179387875723,4,1,0,14637.92207160889,1
CUST_00084,40,Male,Self-Employed,47624.402443427796,234,1201.0353913971035,3,686.4485963880297,26,724.2325344935484,13,14,4,745,4,7525.26395062145,1,0,0,2057.5106768221967,0
CUST_00085,35,Other,Unemployed,60351.94077781587,79,1059.4458651997588,9,1500.551510795412,15,480.9956290469713,65,10,8,678,5,20228.896023038382,0,0,0,758.0963545365958,0
CUST_00086,64,Male,Unemployed,39841.01422329698,20,1879.1023249111927,9,731.2357714069661,26,725.0712409335679,26,16,4,830,0,10620.303259443232,2,0,0,10919.57474726233,0
CUST_00087,37,Other,Unemployed,27258.743074179085,24,2377.04392967303,2,1064.142812608003,1,468.74271938353195,53,14,0,694,5,15399.095135785816,0,0,0,12340.624347964036,0
CUST_00088,66,Other,Unemployed,32006.32008234397,186,2029.6695601400072,0,1051.619843021172,18,325.7764043509359,59,2,4,889,4,14809.990314698269,3,0,0,6653.354104069851,0
CUST_00089,43,Male,Employed,40716.18779846832,147,2277.9984193907085,0,386.99163006552266,22,673.3590431482696,39,9,8,655,4,12242.486505625695,4,0,0,4591.356740650364,1
CUST_00090,45,Male,Self-Employed,40561.72490752963,40,2210.534504732374,0,154.11198617198352,40,554.9440550192166,44,3,6,740,2,20484.441176304936,4,1,0,7128.481037794152,1
CUST_00091,44,Other,Unemployed,93310.20244405887,27,758.6433132714188,0,1087.3437323459189,13,694.9477046458474,67,12,8,513,5,8494.9362210823,3,0,0,9427.28861471005,1
CUST_00092,64,Female,Unemployed,72591.8974984955,34,1232.7472615640331,1,420.7588326430184,46,314.73652916298465,67,1,9,427,0,12771.83023680524,2,0,0,8535.150525779463,1
CUST_00093,60,Male,Self-Employed,62360.76567827418,145,2923.5267993748266,10,217.53596590014047,25,579.3737809800323,62,5,9,811,1,6588.8805334698345,4,0,0,4830.099436878503,1
CUST_00094,48,Female,Employed,58028.22519311368,15,1064.2890047434116,4,1159.1567751954692,7,735.5621993450546,76,18,4,752,4,14102.766026150033,3,0,0,2441.3169285660415,0
CUST_00095,34,Male,Unemployed,55395.900240838455,188,2983.105293071022,1,443.20064317854246,26,388.4527147390841,39,7,2,617,5,14445.02938700006,3,1,0,6354.048208198849,1
CUST_00096,64,Male,Employed,55490.00981377511,220,1166.2341369780504,3,529.6188835104622,46,700.2570472715154,40,5,1,344,4,12515.055931887002,6,1,0,3530.3412177366617,1
CUST_00097,20,Male,Employed,52939.14895544238,180,10.0,8,1491.0306042812533,39,893.204210023706,60,19,8,356,0,12408.21700530428,6,0,0,9995.622299485683,1
CUST_00098,44,Male,Employed,50722.14348385842,13,1302.175600840641,2,219.0926235164501,27,352.76113063828234,64,13,4,685,2,10950.749578004057,3,1,0,13182.31892428487,1
CUST_00099,26,Female,Employed,12346.44629808439,15,2177.2554236840624,1,360.2998855075761,3,566.4131804106103,0,7,0,482,5,14259.827663735186,6,0,0,5387.117726020269,1
CUST_00100,28,Male,Unemployed,43355.70908469512,99,2830.7613790149894,3,639.1056501341278,37,938.6500433855203,8,5,1,616,3,15709.495148097583,7,0,0,12175.893559707223,1
CUST_00101,43,Other,Unemployed,45674.58550733154,180,317.67308414397826,8,715.9101060579522,10,141.1176283628132,74,11,1,707,0,4730.335865753563,6,1,0,15184.42184287024,1
CUST_00102,20,Other,Employed,36518.48424913918,103,2162.6135828868105,3,487.18915125882137,43,601.1693809989173,79,8,3,816,5,10335.163357105172,3,0,0,4816.802738449492,0
CUST_00103,63,Female,Employed,39990.25514788156,40,2214.51826006958,11,394.4707159369793,23,673.2105626855696,14,6,5,775,3,9829.041413389099,1,0,0,9588.49295506959,0
CUST_00104,27,Male,Self-Employed,55413.482309254316,3,2541.1219122461534,4,1328.498013551176,27,505.1484165099044,58,12,7,318,1,15966.910368152343,2,0,0,8089.722241731734,1
CUST_00105,43,Other,Self-Employed,63816.62138509927,41,10.0,3,892.0451434366505,40,1059.3208458065237,65,15,2,330,3,19250.755362379736,5,0,0,2922.9444884240747,1
CUST_00106,30,Female,Self-Employed,55386.25631453194,29,2825.4636965445047,7,1004.8090604732158,17,622.7123847588051,9,7,9,790,4,14565.688118464375,3,0,0,8004.197148547639,0
CUST_00107,36,Male,Unemployed,63363.996295645215,38,1852.7216018466102,3,751.9711882045124,48,836.2076850154524,48,13,9,767,2,12858.868189482486,6,1,0,5999.256154820527,1
CUST_00108,27,Other,Self-Employed,63681.94455466443,162,1866.9177047340927,1,901.3092321006977,20,708.4080733416929,10,15,5,695,5,7388.904912705133,6,0,0,5545.080579472302,1
CUST_00109,54,Other,Unemployed,44605.29931649864,171,2331.1989106452575,11,1126.5155813883566,25,873.6198931373151,29,19,3,718,5,23170.69620396607,1,0,0,6892.580616707429,0
CUST_00110,54,Female,Unemployed,59455.53432503871,145,10.0,3,451.29534490913284,2,544.0488747970993,22,5,7,672,1,6465.334095951447,1,0,0,5665.2543672379,0
CUST_00111,52,Male,Unemployed,18565.29536677376,33,2311.9990223072173,1,892.6925987812937,12,173.7059735850151,21,3,8,627,2,4469.327225149811,0,0,0,13956.797751402686,0
CUST_00112,24,Male,Unemployed,43082.1459165421,129,3399.9338534830613,8,1043.6148096927618,37,636.5890063832868,50,3,8,836,5,16317.029820802269,5,0,0,500.0,1
CUST_00113,61,Other,Self-Employed,40966.67138960661,8,405.0798514266846,10,1340.6790712344912,27,78.5082762588384,41,2,5,452,2,8930.87680091981,7,0,0,3834.1649560928045,1
CUST_00114,58,Other,Employed,77563.88244165618,91,1448.4849742790984,7,1481.7618429306165,13,416.55453114371755,28,9,1,597,5,16587.215875952104,3,0,0,7635.714176937776,0
CUST_00115,60,Other,Employed,56067.57126920626,182,1529.9683814962234,8,824.4509289436165,0,383.4102978141351,44,5,1,442,3,20592.832452690338,1,0,0,4215.888076260593,1
CUST_00116,47,Male,Employed,25979.826539247508,212,1785.1623312375932,3,1198.523632390497,27,403.0215576404281,32,17,9,834,5,10395.644926514167,5,0,0,11082.09649659162,1
CUST_00117,26,Female,Self-Employed,60702.50848596003,152,1840.831625580046,0,20.0,35,816.0520220889537,38,12,8,411,2,14735.687694039,7,0,0,9264.070422787663,1
CUST_00118,28,Female,Employed,66376.10021182093,33,962.806495669997,2,1343.2990182818498,49,493.6372267487093,72,10,4,568,1,9322.574304660424,0,0,0,7368.170626971038,1
CUST_00119,27,Male,Self-Employed,48386.049412286586,102,1531.9603855427,6,545.9407183977187,10,1013.9434024947393,64,3,6,395,2,12443.793567003311,0,1,0,8396.18239358515,1
CUST_00120,31,Female,Self-Employed,62424.60672421046,75,2895.2252045225705,0,715.6158928542382,42,483.8150753433011,49,7,5,630,1,11232.025036071334,6,0,1,7760.381746305244,1
CUST_00121,53,Other,Self-Employed,10000.0,48,1824.922170123554,10,954.3865695284574,39,0.0,47,2,8,471,4,17760.30657305329,3,0,0,3316.402449796695,1
CUST_00122,52,Female,Employed,10000.0,197,1794.599205986882,7,746.2951714395701,3,351.9490545369208,36,11,4,761,5,8728.723806647695,6,0,0,10837.033576363194,1
CUST_00123,67,Female,Employed,28783.953746644605,99,928.3618595610412,8,868.7586828488471,33,712.6545075179909,77,12,7,590,4,7957.657472492359,4,0,0,2625.34629739069,1
CUST_00124,42,Female,Employed,52682.714611249954,221,2571.3126826704124,7,1355.69253887915,0,163.0740054662163,32,10,3,534,3,10816.229945112886,1,0,0,8441.895059488115,1
CUST_00125,43,Other,Unemployed,77578.94785295385,173,1326.462546712065,4,665.52298412891,9,411.00806445130365,5,8,6,718,0,15977.816025653787,4,0,0,9037.201985542188,1
CUST_00126,56,Male,Self-Employed,29724.301600110397,3,10.0,11,419.5766642248063,16,704.0946918399214,69,3,8,605,5,7205.17067162443,0,0,0,5982.250190175147,0
CUST_00127,54,Other,Unemployed,34633.80665081713,174,1836.1609199077047,10,1434.7123500544928,6,421.1353506718972,54,10,1,787,4,4901.781847159524,4,0,0,5517.315557280122,1
CUST_00128,63,Male,Self-Employed,51594.91503304547,59,2065.5466604663898,11,984.3674759516371,38,361.30036246034365,43,7,8,386,5,19050.031941472225,4,0,0,5545.89999823363,1
CUST_00129,59,Male,Employed,41138.26169037737,11,1260.9563961210863,8,1472.7836413597124,12,813.5633236785269,49,17,7,632,0,0.0,7,0,0,556.0233792204672,1
CUST_00130,41,Male,Self-Employed,40114.56615265718,7,10.0,3,1102.2704687026164,21,443.2737517371853,53,2,9,597,1,4188.011143128847,3,0,0,16122.24664015191,0
CUST_00131,46,Female,Self-Employed,42413.452926236736,81,607.0372407363493,8,336.7419627952971,0,239.43668231128436,62,3,0,442,5,24995.9708150191,7,0,0,11152.486635896708,1
CUST_00132,54,Female,Unemployed,73666.19284734232,116,1407.901860353159,0,1025.8846351149084,27,708.4043728103138,15,16,9,359,0,1489.1065368233667,0,0,0,8821.769009688303,1
CUST_00133,20,Male,Self-Employed,70090.4171972862,11,1187.6605118795032,11,455.6181769411059,32,784.1981569688976,46,15,6,301,2,9374.184036320992,2,0,0,4845.465759546436,1
CUST_00134,54,Male,Employed,50422.44780126709,175,1853.337101458007,10,802.6011308538834,12,545.1448117645509,56,6,4,716,1,8107.099318776764,1,0,0,7502.339466279817,0
CUST_00135,56,Female,Self-Employed,79780.6449305536,222,1973.3411986858741,2,773.4999587372847,0,355.1032171695833,1,1,4,452,2,0.0,6,0,0,5919.897579936445,1
CUST_00136,66,Other,Self-Employed,59162.51037322356,207,1151.342217643815,3,233.8176683784303,37,278.17015870097015,36,4,6,553,0,5979.933353712521,7,1,0,15390.485255452812,1
CUST_00137,33,Male,Self-Employed,70770.09442169283,26,380.81430243067757,10,515.5163286533747,24,361.59866802583633,22,0,9,870,2,13590.81021729411,3,0,0,500.0,0
CUST_00138,22,Other,Unemployed,34510.16169412468,239,2662.56805759495,9,1571.8155550556849,41,184.8610811713732,12,12,3,667,1,16528.872558296327,3,0,0,1551.981227097287,0
CUST_00139,20,Female,Self-Employed,38233.813032534956,204,1948.4629926625923,0,883.4320916944075,20,376.8612685924603,64,11,0,324,5,18620.676338868052,2,0,0,744.9460285430041,1
CUST_00140,24,Male,Self-Employed,38041.118753072566,172,2037.1196200272839,11,738.5413528679667,32,637.321896371857,47,18,5,432,2,9757.914865893295,3,0,0,11469.157997220886,1
CUST_00141,45,Other,Unemployed,48438.999515453,152,1807.3162683334372,5,1434.511576979324,36,684.1675022361487,6,7,0,542,0,902.5243081987519,7,0,0,4825.016266535084,1
CUST_00142,33,Other,Unemployed,51078.438267642705,105,2377.9350048449614,3,661.317641475791,33,506.77667483090977,30,7,0,361,2,12310.55909296502,0,1,0,10264.518495875092,1
CUST_00143,58,Other,Unemployed,55835.19155474592,62,1195.1232733898803,3,768.002873310808,2,595.6103038120624,62,11,7,726,2,20246.951204679077,3,0,0,7858.614959753619,0
CUST_00144,46,Female,Unemployed,85515.88762547428,88,2162.6613798030876,0,1146.7809996429974,29,441.21647610107595,44,3,3,751,3,21155.266966447918,3,0,0,12459.974791343917,0
CUST_00145,28,Female,Employed,62983.006326482864,167,2034.800922237992,4,659.7424704842776,2,317.3812472223601,55,6,4,377,1,17894.67832402653,2,0,0,12070.64578218758,1
CUST_00146,34,Other,Employed,40733.74940900618,118,2008.3348543529457,8,538.7177412266246,17,414.3945160162064,63,15,9,404,3,3821.4291214184805,1,0,0,8786.478906174592,1
CUST_00147,34,Other,Self-Employed,49941.06117699518,169,544.2989687836725,5,20.0,22,781.0751498208003,21,17,9,679,0,10832.700934103475,7,0,0,12073.919791993063,1
CUST_00148,45,Female,Employed,77088.95940407368,86,1611.2987236658873,7,472.2255903160335,7,0.0,62,5,0,693,4,13379.802542438265,5,0,0,2962.0264519805096,1
CUST_00149,61,Other,Self-Employed,64073.8371668742,204,1809.6437317041286,10,468.8902889036354,8,213.4440292136453,79,17,9,414,0,14352.938605683988,1,0,0,500.0,1
CUST_00150,32,Other,Employed,76852.07894163308,204,2923.1894678488443,3,855.4983434140134,1,381.6794478146618,27,3,6,897,0,1328.5504747805298,7,0,0,9869.023341702028,1
CUST_00151,51,Female,Unemployed,41311.70125434771,92,1579.8796347116452,8,586.3396069952785,1,222.2024559066374,43,8,1,839,0,24337.289704793795,4,0,0,7729.6940988259275,1
